,content,label
5297,【地坛医院：一定打赢抗击疫情的阻击战】首都医科大学附属北京地坛医院从1月12日收治首例患者以来，先后3次合并病房，成立了5个病区，收治确诊和疑似病例。医院也积极开展医护人员的救治防护培训，全院累计收治患者119例，出院13例。全院先后有400多名医护人员参与一线工作，对打赢抗击疫情的阻击战充满信心。http://t.cn/A6h2sbV0,事实
2060,#埃塞俄比亚客机失事# 最后的画面心疼孩子的哭声 我的春天来啦-耶的微博视频 ,谣言
7942,姑娘们，承认吧，这就是你的梦想！[心] ,事实
1644,火速围观： 据说此人乃河北省审计厅厅长助理，跟下属偷情时， 突遇险情，遂奋不顾身，从8楼裸窜。求证！ ,谣言
8749,#涨姿势#重复六遍，就能看见好多好多雪！[雪]via.罗罗布,事实
1565,够恐怖的！我经常喝果粒橙，而且经常就是一口气喝掉1.25升大瓶的。以下信息转自网上：可口可乐公司承认旗下果粒橙含美国禁用农药多菌灵，浓度虽未超标，但专家指多菌灵可致脑麻痺、肝脏肿瘤.... ,谣言
3133,西藏桃花节，提前预约报名了2020年林芝桃花节将在3月23日开幕，今年桃花季时间为3月15日至4月20日，那时林芝将遍地花开，现在可以预定了已经有小伙伴预定了，抓紧时间预定最美的风景只有二十几天哦！ 绿洲 ,谣言
2446,“我想回家”被拐儿童在广东汕头派出所，口音像云南文山，帮朋友转发一下，爱心接力🙏🙏#正能量##云南# 深圳·深圳技师学院 MJ杰6227456105的微博视频 ,谣言
4921,【里约劫匪打劫俄罗斯领事反被毙？】里约奥运会开幕在即，抢劫案也没消停。有新闻称，一小贼在奥运村附近试图持枪打劫俄罗斯领事，结果反被夺枪击毙。对此，战斗民族领事馆表示：这个锅我们不背。CNN&amp;DailyMail,事实
5301,3.30日我们接受了核酸试剂检测，全部阴性3.31日天津支援湖北救治队一队真正接触医学隔离，离开北辰龙顺庄园隔离点，回到医院、家里，与亲人团聚，我见到了我的领导，同事。因为亲人都在老家，目前还没有团聚…但是并不孤单。4.1日离开一队的第一天，想它～上街转一圈，有点不食人间烟火的意思，我需要适应一下正常生活[允悲]感谢各位一直的鼓励和关注，世界真美好，继续前行～,事实
900,网上看到一段防爆警察在抗拆村民家房门口开数十枪的视频，说实话，把我吓坏了！这哪是警察？分明就是敌人！这哪是拆迁？分明就是杀人！如果我们的军警都只会拿着枪对着我们，那这里还是我们的家吗？我们凭什么还要纳税去养一群敌人？ ,谣言
1411,高考结束1个月。让大家开心开心。今年新高一的，以后都得考全国卷了，而且不分文理了，九科而已，祝你们幸福！新高二的，会考加大难度和监考难度，会考成绩计入高考总分，祝你们幸福！新高三的，体育加入高考总分，保重。 ,谣言
191,【转】三亚发现一名河南籍乞讨儿童，就是这个小男孩，孩子不能说话，记者怀疑孩子是被人控制。孩子用手比划着告诉我们，他是被一女两男带出来乞讨的，每天要乞讨到80块钱才算完成任务，嘴巴也是他们弄的不能说话。孩子说自己来自河南安阳，家里有一个哥哥一个姐姐。大家多转转吧! 让他的家人可以找到他 ,谣言
5665,#美股#外媒称，$亚马逊AMZN$有意对#万达#旗下$AMC院线AMC$发起收购，$AMC院线AMC$盘前大涨超80%，截至目前股价依然保持45%的涨幅。绍兴,事实
7331,【#南昌通报幼儿园喂孩子喝风油精#最新进展】5月15日凌晨，@南昌高新区发布关于万科海上传奇史蒂芬森幼儿园事件进展情况：针对涉事儿童家长反映涉事教师“让孩子喝风油精”的问题，公安机关经调查取证，截至目前，未发现、也无证据证明涉事教师存在“让孩子喝风油精”的行为。因少部分儿童课堂表现不好，涉事教师让个别儿童到走廊罚站并自打手心，已被责令停课。,事实
3251,现在啥事情都有:峨眉山公交车某个司机，在下山途中急转弯时，不晓得咋个把自己甩出来了。这坐车的肯定魂都吓掉了！还好，没发生太大的悲剧！！ 上海·陈家宅小区 观鲜头条新闻的微博视频 ,谣言
5627,【管清友：这一轮股灾将如何演进？】这一轮股灾的演进除了其他扰动因素外，主要取决于中美贸易战的打法。因此，这也给欧美日股市蒙上阴影。美国股市连续九年上涨，已经是坚硬的泡沫，我不能确定在这一轮大国的撞击中，这个坚硬的泡沫还是继续坚硬。如果美国股市也出现较大下跌甚至股灾，势必会波及全球，引发连锁反应。如果中美贸易战以较为和平和谐的方式收场，那么结果则相对乐观一些。|管清友：这...,事实
1622,【新浪微博活跃度已经降至2011年初的水平，距高峰期持续下滑超过30%】你或你身边的朋友是这样的吗？最近半年以来，上微博的次数与动力越来越少？虎嗅请独立第三方社交数据评测机构知微就微博活跃度进行了一番数据挖掘与分析。数据告诉我们→ O网页链接 ,谣言
2488,据说海马是雌雄同体的，这是…… 社会热搜的微博视频 ,谣言
564,简单来说，px是韩国大棒子的化工技术，用途广泛，利润当然更可观，可是业内人士称断子绝孙工程。印度一次泄漏死了2.5万人，感染1万人。更可怕的是它的生化危险。百度已经和谐“印度px”的相关搜索。我普及一下 ,谣言
5023,#2016年晋城两会#实事实办提升人民群众幸福感-民惟邦本，本固邦宁。政府工作报告中把民生福祉工程列为十大战略工程之一，计划在“十三五”期间，实现教育、卫生、就业、保障等七个方面的大提升，用建机制、补短板、兜底线的方式解决民生问题，【两会特稿】实事实办提升人民群众幸福感-晋城新闻网,事实
8449,【拒绝毒品！#毒品伪装成茶叶被警方查获#】11月26日，云南省玉溪市公安局通报破获一起特大运输毒品案。20日，玉溪市公安局江川分局民警在对一辆从元江开往昆明的鄂A牌照轿车进行检查时，从该车后备箱查获伪装成茶叶的冰毒可疑物26包，净重14.35公斤。#毒品伪装成茶叶奶茶巧克力#↓↓转发警惕！...全文,事实
6798,【天冷衣服厚，小心！小偷可能就在你身边！[吃惊]】天冷了，大家穿的衣服也越来越多，对于兜里的东西就没那么敏感了。等车、上车、下车、过安检……你都有可能被小偷盯上！提醒大家，外出一定看好自己的东西！[话筒]扩散！多个转发，可能少个人被偷！,事实
4967,从回归到现在，李超人不接受香港媒体专访，除了港台“杰出华人系列”，外媒也就是06年福布斯，所以每年长实和黄公布业绩的记者会，场面热闹。这次主动挑选南方报系尽诉心中情，港媒周三就透露，由红颜知己精心挑选，采访全程监场。今天一家港媒的标题：“政治消毒”，目标听众显然不在香港。,事实
2489,转：近日，有人将自家病人用三轮车拉到大衣哥朱之文家中让其捐钱治病。 老崔天下的微博视频 ,谣言
24,人命关天，快报警！,谣言
6897,"【“朋友圈”变“投票圈”，如此绑架式点赞你烦不烦？】""万能的朋友圈，请给我女儿投一票""...调查显示，有四成多的人认为“绑架式”的拉票让人反感。网友：孩子们，得奖后一定要珍惜啊，这是多少人忍受煎熬换来的啊，以后简历一定要写上：高中三好生、小学优秀干部，幼儿园最萌宝宝微信投票第一名...",事实
7598,【#爱奇艺遭美国证监会调查#：已聘请顾问无法预判调查结果】8月14日，爱奇艺发布公告称，该公司被美国证券交易委员会(SEC)调查，要求提供2018年1月份以来的财务记录，并提及空头WolfPack所提及的财务内容。爱奇艺称已经针对做空者WolfPack的指控聘请了顾问，无法预判SEC调查的持续时间和结果，爱奇艺股价美股盘后跌19%。截至收盘，爱奇艺股价下跌2.43%。,事实
2461,#大连一化工厂爆炸#4月21日晚，网友曝料称，大连市金普新区金州热电厂一带发生爆燃 ,谣言
6947,【又见暴力伤医】12月9日，湖南省人民医院呼吸内科的杨医生被患者家属（某旅行社部长）暴力袭击，脸部多处被抓伤，眼镜被打碎一地，并出现恶心，呕吐，头晕等脑震荡表现。起因是其认为术后正常出血为穿刺所致，行凶者极其嚣张。希望严惩！（出处水印）,事实
2184,祸不单行！又是重庆，今天重庆李家沱长江二桥又有一辆大客车冲到长江去了， 没有人逃出来， 是万盛过来的长途，死亡的乘客更多，重庆到底怎么啦！ 网页链接 ,谣言
6845,【4岁女童饭店喊了一声被邻桌女大学生猛踹】我被评论惊呆了！一大堆人叫好为民除害。1.幼童无法自控，母亲已制止并批评孩子。2.low逼才挥刀向更弱者。3.这跟港灿看大陆父母用尿不湿接女婴便溺拍摄怒骂一样。4.许多人被忽悠瘸了分不清大是大非。看似文明实为野蛮！5.如果敢对我孩子这样，她分分钟没命,事实
7505,【#首批人员入驻西安市公共卫生中心#先期梯队共127人】2月16日下午，来自西安市中心医院的68名医技人员，乘车前往西安市公共卫生中心。这些医务人员涉及重症、呼吸、肿瘤、神经、胸外、麻醉等不同专业学科，都有非常丰富的临床经验。首批进入中心的先期梯队，由127名医技、后勤人员组成，其中医生23人、护士24人、医技48人，分别来自西安市中心医院、西安市精卫中心、西安市红会医院、西安市第九医院以及西安市第一医院、西安市第三医院。,事实
5284,【一份全方位的护心指南】心脏不好就不敢运动?其实，“静养”过了头，身体和心脏都会越来越差。8月29日，欧洲心脏病学会为不同类型心脏病患者开出了全球首份“全方位科学运动处方”，不同心脏问题都有自己的运动方案了！这就学起来吧~,事实
8951,#万象#【北京雾霾长这样】新一轮空气重污染来袭，国外媒体发布了北京雾霾和晴天的对比图。详见：http://t.cn/R4hhZPg,事实
7336,雪夜围炉读禁书,事实
1931,【美女炒房赔5000万，光身子跳楼自杀（现场图）】知情人士告诉《第一财经 （微博) 日报》记者，位于瓯海大道附近的一个楼盘，2009年开盘时曾以3万多元/平方米的价格创下了当时温州楼市的房价新高，随后的一年里被爆炒到6万多元/平方米。这个价格现在被“腰斩”。...O网页链接 ,谣言
323,注意了！！！肯德基情人节点餐就送套套，为了避免尴尬和儿童，他们不会主动说和宣传的，你需要的话就对店员说送我几个肯德基安全套，他们就会免费给！！！！不要错过！ ,谣言
4696,学生举报学校雾霾天上课反遭告发陕西官方：教育局干部泄密|学生举报学...以前环保官员遮挡探测器也是在西安，警察“白队长”扣押殴打来抓贼的外地警察也是在西安，为什么乱像这么多？当地的官员出了什么问题？,事实
8009,【父母49天内先后离世少年勤工6年为父还债[赞]】叶石云在11岁时，父母就相继在49天内因病去世。面对父亲留下的3万元治病外债，他捡废品、打零工，毅然担起还债之责。许多债主不忍收钱，他就一次次送去，因为“他们都是帮过爸妈的好人”。就这样，叶石云用6年还清了外债。(钱江晚报)为小伙的担当点赞！,事实
5114,【谷雨养生小运动[推荐]】①冷水搓鼻翼：谷雨前后飞絮较多，早晚用冷水洗鼻和揉搓鼻翼，有助缓解过敏；②按揉祛湿穴：谷雨时节湿度大，按揉位于小腿内侧、膝下胫骨内侧凹陷中的阴陵泉穴能健脾祛湿；③茶水洗脸：用喝剩下的茶叶水洗脸，能舒缓皮肤，还能让脸部皮肤光泽滑润。,事实
5424,【网传融创华北总裁迟迅要求高管购买河南滞销楼盘：通过认筹提拔人】为了拯救河南市场，融创内部展开全民营销，他们在这个项目预留了3栋楼，要求融创华北总部天津M3、P4、S以上级别的中高层进行购买。融创华北区域总裁迟迅甚至在营销会明确表示：我们要通过这一次全民营销文旅城认筹程度来发现一批人，提拔一批人。在这个过程中，我们要发现谁才是真正为融创华北冲锋陷阵的人，谁才是支持营销的人。很多人为了表忠心、保住饭碗，都认筹了。http://t.cn/A64kwGho,事实
6125,"刚刚我趴在楼上阳台吃葱油饼,听到楼下有一对男女的谈话.男的脸红说:""你能和我交往吗?""女孩冷冷地说:""只要天上掉葱油饼我就和你交....""我一听,顺势就把葱油饼丢到了女孩头上...加油吧!小兄弟!只能帮你到这了!",事实
5944,哈哈哈哈哈哈哈哈哈哈哈哈哈哈@special特特咱俩来一个呗！！！哈哈哈哈哈哈哈哈哈哈哈哈哈哈【视频：东北话版《星星》（4）全智贤金秀贤】（分享自@优酷网）http://t.cn/8F3aLCr,事实
6134,"【naver综合】[<他人的取向>Jackson一大早就展现结实的腹肌]11日播出的JTBC新综艺#他人的取向#中,Jackson很早就起床去卫生间为外出做准备,此时他脱掉上衣,展现出结实的腹肌.",事实
8337,#美共和党议员要求推特封禁中国账户#美国疫情严重，再次邀请钟南山院士，你觉得应该去吗？北京雷哥出品的微博投票,事实
9124,这作文我必须给满分,事实
3776,#每日一帖#[生活百科][生活常识]牙膏底部的短线，绿色天然的。蓝色天然加药物，红色药物加化学，黑色纯化学。今后购买要记得好好看看了，真心有用！转！,谣言
2799,被黄冈密卷支配的恐惧#最硬管控 # ,谣言
7606,#爱奇艺遭美国证监会调查#就目前来讲爱奇艺的画质和节目质量还是领先其他平台的你要挺住啊我可不想看腾讯几十层滤镜的画质还有垃圾的节目@爱奇艺,事实
3551,据网友曝料，安徽阜阳市颍州区三岔路派出所以扫黄禁毒为名，把桑拿里的小姐都抓到派出所验尿，然后把小姐们所配戴的金银首饰全部掠去，与土匪无二。小姐也是人，为什么民警抢劫她们不犯法？,谣言
5999,"[Eason]今晚第九場．E臣病了Skip了綵排,唱《夕陽無限好》咳了起來,立即回後台全場觀眾立即大合唱唱埋首歌,+強勁歡呼聲歡迎佢回到台上Eason很禮貌地請觀眾原諒,今晚不會有Encore了...",事实
4635,【当心！间谍不只出现在电视剧里】10月，一名专门刺探军事情报的间谍于吉林省长白县被抓获，口袋中藏有一张手绘的我军边境一线兵力分布图[吃惊]伪装成游客、在进口的设备中植入木马……间谍情报机关活动其实很猖獗！维护国家安全人人有责，应多像朝阳区群众学习啊[酷]http://t.cn/RUm424B,事实
7667,【10月1日起图们江干流全面禁渔】#信息播报#从吉林省图们江边境渔政管理站获悉，10月1日12时至10月31日12时，图们江干流全面进入秋季禁渔期。禁渔期间，严禁任何单位和个人在图们江干流从事捕捞作业，监督举报电话为0433-2668177。,事实
8092,#平安泸州[超话]#【遭起，泸州男子禁渔期江边钓起34.9斤大鱼】近日，嫌疑人赵某某在江边使用渔具（晃竿），钓起了一条重34.9斤的鳙鱼（花鲢），被群众举报。经农业农村局工作人员鉴定，赵某某所使用的渔具为非法捕捞工具，并非其在禁渔区域、禁渔期间进行捕捞，派出所对其立案侦查。鱼在被其钓起后，因伤势过重很快死亡，工作人员固定相关证据后，将鱼体掩埋。目前，赵某某因涉嫌非法捕捞已被依法采取刑事强制措施，案件正在进一步侦办。流经泸州市的长江段、赤水河段、沱江胡市镇至沱江河口段以及永宁河渠坝至永宁河口段、泸县境内濑溪河、龙马潭区境内龙溪河，为常年禁渔区。（平安泸州）http://t.cn/R2Wxu3V,事实
471,知道这是哪里吗？这是广州的天河城，正佳广场那边！！昨天已经跟同学讨论今天是9.18，应该很多人游行示威！真没想到真的不是一个多能形容，我还没见过这么大的场面呢！ ,谣言
3509,[左哼哼][左哼哼][左哼哼]@杜歌微博：内部透露，李天一案女主角撤销控诉，已达成和解意向。因李天一未满18岁，且当时已经醉酒，即便诉讼被重判的可能性极低，记李天一及其他4名嫌疑人家长的奔走，最终联系上女孩父母并进行了长谈，受害人最终得到极大的物质补偿，包括落实北京户口，工作及一套房产。,谣言
4955,【北京新机场拆迁记：村民抢盖房，政府怎么办？】两年前，北京新机场建设风声就已传遍，选址处村民们纷纷抢盖房，以期多获赔偿。然而北京市大兴区政府部门拿出的拆迁政策却叫“政府不多花，百姓不少得”。这如同天方夜谭的政策如何实施？一起来看看：http://t.cn/R4ZfGA0（央视记者王小节王鲁彬）,事实
6106,【#剧能说#热播剧中选出撩妹届四大高手，亲自上阵教你脱单妙招！】有没有亲跟小编一样最近是按这个路线来追剧的：《无理的前进》→《朝5晚9》→《泰版一吻定情》→《她很漂亮》。在11.11这敏感日子，@新浪电视为你们总结了“脱单”计划！赶紧边看边学起来→http://t.cn/RUWvhnx关注[剧能说]一起聊~,事实
5261,#全民核酸检测#原来做核酸检测这么可怕😰还好我这一队的检疫人员不是戳鼻子的也就只是在喉咙里搅了两圈而已心疼戳鼻子的同学,事实
8662,#两会#【#2020年GDP增长2.3%#】政府工作报告指出：过去一年，全年为市场主体减负超过2.6万亿元，其中减免社保费1.7万亿元；全年国内生产总值增长2.3%。（央视新闻）,事实
3332,退休年龄公布，快看看你哪年退休？ ,谣言
2924,"#奶奶偶遇消防员孙子却挥手让他走##战士冒冰雹翻单杠604个破纪录##吉林火车站暂停办理乘车业务##新冠肺炎还会与人类共存很长时间##汶川地震搜救犬沈虎遗像落成#转：0575—12345投诉绍兴市越城区城管中队用野蛮执法代替文明宣传的违规行为！👉 【事由】：5月11日上午10点左右，一名群众带着自己的狗从农村到市区洗澡剃毛，在绍兴市越城区凤江路温馨花园大街上遇到了路过的犬管办行政执法车。城管用钳子夹住狗狗的头拖到车上，狗主人为了狗狗不受伤害，也上车一直抱着狗不让他们带走。附近的路人全部求城管放狗主人和狗一马，但城管不肯，并报了警。警察来了，帮着城管四五个人一起把狗抢走了。狗是主人的全部，主人拼尽全力保护自己的爱犬，却被现场警察和城管部门拼命压制主人抢夺其手上的狗！ 狗是主人的私有财产，城管野蛮粗暴执法严重违反了中华人民共和国法律巜物权法》严重侵犯了老百姓私有财产合法权益！光天化日众目睽睽之下，身穿警服伙同城管强力暴力压制抢夺一名进城给狗冼澡群众的狗，中国的哪条法律规定了农村人不可以带狗去城里洗澡，违反了哪条法律法规宪法？没有法律根据，胡乱抓人抓狗，谁赋予了城管如此暴力野蛮执法？<img alt=[拳头] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_quantou-0a4441543d.png""                 style=""width:1em; height:1em;"" /><img alt=[拳头] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_quantou-0a4441543d.png""                 style=""width:1em; height:1em;"" /><img alt=[拳头] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_quantou-0a4441543d.png""                 style=""width:1em; height:1em;"" /><img alt=[拳头] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_quantou-0a4441543d.png""                 style=""width:1em; height:1em;"" /><img alt=[拳头] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_quantou-0a4441543d.png""                 style=""width:1em; height:1em;"" />请大家每人每天打电话投诉举报绍兴城管非法抢夺主人私有财产违法暴力野蛮行为！地址：绍兴市越城 区凤江路城南街道温馨花园 绍兴市越城区综合行政执法局地址：胜利东路219号 受理投诉电话: 0575-85220160  法制科:0575-85223893环卫秩序管理科:0575-85223893 整个过程野蛮粗鲁，有视频为证！简直让人不敢相信这是我党领导下的执法队伍！5月12日，越城区城管中队对当天打抱不平投诉的群众回复中，从头到尾态度蛮横，一直强调，他们只管抓捕，不管宣传！假如主人再养，他们就再抓！如此嚣张跋扈简直人神共愤！社会主义法制国家，城管部门执法人员怎能说出这样无视法律，唯我独尊的话？做出这样违背广大群众意愿野蛮荒唐如当年日本鬼子进村一样的抢夺恶性事件？这个事件丢中国人的脸面，给中国在国际上抹黑的个别败类应坚决铲除！👉 【诉求】：1.将5月11日当天抓捕的犬只应当尽快还给主人！没有任何法律法规规定，农村养的狗不可以进城洗澡美容看病！2.请当地政府部门对5月11日当天野蛮执法的越城区城管队员，以及5月12日回复的人员，作出严肃处理，并对广大群众通报！👿 鲁迅故里，绍兴城区，怎么能允许这样的事情发生？倘若鲁迅先生还在世，他该有多愤怒？又会写出怎样的文章，针贬如今基层执法人员丑恶的嘴脸？？！这些城管他们为什么放着那些私屠乱宰非法屠宰场和公然向广大群众销量未经国家相关部门检疫的毒狗肉伪劣三无产品来源不明狗肉的狗肉馆不去管、不去抢？狗市随意交易的狗和繁殖场的狗都没有狗证不去抢？却为什么盯着老百姓的家养伴侣动物不放？他们背后的目的又是什么呢？我们人民群众严重质疑！必须要严厉的处分主要下令责任人！并向狗主人公开赔礼道歉、向全体人民公开道歉！必须要看到公开道歉信，否则继续向全国人民曝光他们，让他们成为全世界讨伐的对象！当年的日本鬼子如今再现，这种恶劣的行为在如今中国法制健全的社会主义国家！多么的讽刺！大家继续，一直到狗归还主人为止！一直到严惩责任人为止！！<img alt=[拳头] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_quantou-0a4441543d.png""                 style=""width:1em; height:1em;"" /><img alt=[拳头] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_quantou-0a4441543d.png""                 style=""width:1em; height:1em;"" /><img alt=[拳头] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_quantou-0a4441543d.png""                 style=""width:1em; height:1em;"" /><img alt=[拳头] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_quantou-0a4441543d.png""                 style=""width:1em; height:1em;"" /><img alt=[拳头] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_quantou-0a4441543d.png""                 style=""width:1em; height:1em;"" /><img alt=[拳头] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_quantou-0a4441543d.png""                 style=""width:1em; height:1em;"" /><img alt=[拳头] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_quantou-0a4441543d.png""                 style=""width:1em; height:1em;"" />！！！！！！请支援！！！！！！#31省区市明确返校时间##郴州大头娃娃##西安当街被打女子发声##警方通报保姆闷死83岁老人##汶川地震来临时惊心动魄瞬间##珠峰大本营数星星##全国计划招聘特岗教师10.5万名##钟南山唱坚信爱会赢##拍风景意外拍下男子跳河瞬间##白衣天使的泪目瞬间##动漫里的土味情话#网页链接网页链接关注丨城管到底管什么？该怎么执法？这回全要规定清楚了  新华社评论：城管执法办法不可&quot;越位揽权&quot; #中国政府网##中央纪委##人大微博##国家安全的构成要素#「绍兴土匪式执法」J察&amp;C管不分青红皂白，公然夺狗！是谁让浙江背上了血腥野蛮的Icon！网页链接网页链接网页链接网页链接网页链接网页链接网页链接网页链接 网页链接 冰冷雪冰冷冰的微博视频",谣言
5296,ADA2012：“MNT是糖尿病预防、治疗和DSME必不可少的一部分。除了其预防和控制糖尿病的作用，作为整个健康生活方式的重要组成部分，本协会认识到营养的重要性。本协会对《糖尿病营养建议和干预措施》中营养在预防和控制糖尿病及其并发症的证据和营养方面的建议进行了全面审查，2007年出版，2008年修订“,事实
387,上海谁有兴趣养狗？免费。金毛，泰迪，萨摩，各种各样。有杀狗场被捣毁，无人领养就要安乐死让这些可爱的小生命陪伴吧，实在没条件养的转发一下，善莫大焉。13918487772，周聊。 ,谣言
5851,#股市#沪指震荡微跌0.16%人气继续降温】早盘两市继续缩量震荡，开盘军工、白酒等带头，指数一度冲高，创业板最高涨1.6%，农业带头跳水，指数全线翻绿，尾盘小幅反抽，数字货币等拉升；截至午间收盘，沪指跌0.16%，深证成指涨0.15%，创业板指涨0.15%。#爱奇艺遭美国证监会调查#,事实
7320,#高升协议班#网页链接作为安徽省首创协议班培训机构和连续六年通过率趋近100%的专升本辅导品牌。选择高升，四个理由够不够？~,事实
711,秋天到了，冬天还会远吗？未来的“文化部部长”兼“二人转转长”山本大叔昨晚已被控制，清算倒计时。拔出萝卜带出泥，洗都洗不干净啊。。。。。。,谣言
6999,【女律师发拜金言论被查：不想孩子的爸爸出生于县城】一位名叫张晴的律师，在朋友圈及微博发表的言论被网友扒出，其所发内容包含很多拜金言论，“我实在不想我将来的小孩的爸爸出生于县城”、“杀马特乡村非主流的时候只知道买LV”等，引发网友质疑，被称为“炫富律师”。广东省律师协会已表示开展调查。|女律师发拜...,事实
5156,【医疗肯定会让人痛恨美国】中国夫妇在美遭遇小型交通事故，肇事者却因百万账单无力赔偿。在美国，挂个号要上百美元，阑尾手术要两万多美元，美国医疗价格为何这么贵？一种常见的意见认为：这是美国的医疗服务过于市场化导致的。这并非全部事实。点击链接了解美国医疗制度。http://t.cn/RAlzlON,事实
1528,你们好！最近看网上流传说旺仔牛奶，爽歪歪，QQ星等系列饮料含有肉毒杆菌，请问这情况是否属实？担忧望有关部门告知，谢谢@12315消费者维权 ,谣言
1218,如今的社会很乱，在酒吧喝多被迷奸，抛尸！这就是为什么我不让自己女朋友或朋友喝多的原因！社会险恶珍惜自己，不要认为好像什么都在自己掌控中，也不要认为自己混迹夜场什么都懂，其实当你真的遇到了，你就是哭都没地方了，自律才能自我保全，切勿放纵，希望广大朋友一定听进去！（尤其女孩） ,谣言
137,这两个女婴是被人贩子带上火车，后被乘警发现解救下来的，请大家帮忙转发，帮助两个女婴寻找亲生父母。（只需动动手，孩子就多一个机会！） ,谣言
2608,#官方回应情侣玉龙雪山殉情#说好的一起跳崖，你却在我跳下去之后转身离开，说好的殉情呢?我们不是真爱吗？这种殉情行为，就是刑法课堂上谈到的相约自杀行为。两个人相约自杀，其实在心理上互为作用，都在促进对方去实施自杀行为。本来说好一起自杀，一个自杀后，另外一个没有自杀，那么没有自杀的人需要构成犯罪呢？其实，只要没有自杀的人没有推自杀者，没有帮助自杀者实施自杀行为，他就不构成犯罪，因为自杀者意志是自由的，可以选择去不去实施自杀行为。就算对方鼓励你，给了你勇气，但他只要没有实质性的帮助行为，就不构成犯罪。生命诚可贵，爱情比不了。若为殉情故，还是分手吧。奉劝大家在爱情面前保持理智，切勿伤人害己。,谣言
2850,北京疫情突发，85岁的钟南山院士，再次逆行紧急赶赴首都北京 冷水江市 方强199812的微博视频 ,谣言
7641,#爱奇艺遭美国证监会调查#srds轮不到你米国来插手吧,事实
8588,央行降准的作用：第一，中美贸易战面前，坚决保护好楼市和股市。第二，上饶碧桂园，合肥泰禾，漳州融信等楼盘降价维权，市场担心开发商资金紧张，给市场一个稳定的预期。第三，经营贷款利率3.6%，首套房商贷利率高达6%（基准利率4.9%增加20%），降准释放7500亿进入实业和股市为主。,事实
1037,@手机用户3056540680: 还有一点良心就请送孩子回来吧，不要被贪婪蒙蔽眼睛蒙蔽良心，,谣言
2950,#虎门大桥#千金修建虎门桥，蛀虫偷把钢索嚼。劝君莫贪因果报，不效荆轲效黄巢。 ,谣言
6629,全球最浪漫的事，来感受一下！简直美呆了,事实
2521,【公益内蒙古】2019年12月16日起，京呼高铁正式通车。京呼客专：北京北~呼和浩特东16对、周末线3对 京呼高铁12月16日正式通车 139分钟首府到首都！ 网页链接 ,谣言
2795,♊重要提示：医院支援武汉前线的医护人员发回消息，外出请不要穿带毛领或绒线的衣服外套，容易吸附病毒。请转达我们的同事、家人和友人。防护疫情，人人有责。（注：未改动一字，原版转发） 深圳·大浪商业中心 ,谣言
8239,#腾讯新闻#中美海军南海“对峙”！8艘军舰强势“围观”美军准航母！中美海军南海“对峙”！8艘军舰强势“围观”美军准航母！中美海军南海“对峙”！8艘军舰强势“围观”美军准航母！来自@腾讯新闻备战！应全民提高警惕！不要以为战争离我们很远！可能一觉醒来，它就爆发了！全体中国人应警醒应努力！发展经济，肃清内奸！时刻准备为中华而战！！！,事实
839,#保罗沃克一路走好##你的男神是谁#男神没死 ,谣言
3847,【杭州出现新公交骗局】杭州最近发生了系列高级骗局，乘公交车的亲人们警惕哦。骗子最新手法：在公交车上，三人一组，三个骗子围坐在你周围，借机把手机放在你手袋或衣袋中，之后就说不见手机了。骗子借同伙致电自己手机时，你袋里的手机就会响起，令你变成小偷，屈你钱。在杭州的朋友要当心了！（转）,谣言
3557,#波士顿爆炸# 美国网友在facebook上指出波士顿爆炸中被炸断双腿却一脸平静者，原本就是残疾的驻伊士兵。更有推测认为其使用了《行尸走肉》特效道具。 现场视频曝光，一小团烟雾，并无残肢。猛戳：http://t.cn/zTff61B 同时奔向现场的美国人并非未参与救援，而是趁机哄抢。猛戳：http://t.cn/zTfpmnu,谣言
2706,#顺丰回应快递员拦截包裹卖口罩#黑心快递员私自载获客户口罩，顺丰连夜否认！国家有难还有这么猖狂的人，我们的国人在努力的把资源带给需要的人，你们都干了些什么?良心往往就是在灾难来临之时体现出来的行为，管理也是如此！ 幸运甜甜的微博视频 ,谣言
3418,【真正的汉奸】梅思平是五四运动领头学生之一，爱国的口号叫得最多、最响，火烧赵家楼第一把火就是他放的。倭国侵华后，以前的“汉奸”曹汝霖、章宗祥、陆宗舆三人宁死不接受正式伪职。倒是当年最爱国的者梅思平摇身一变，成为汪精卫投敌策划人，铁杆正牌汉奸。——高喊爱国者，往往最容易变成汉奸！,谣言
